id	review	sentiment
554	I KNOW YOU MAY NOT WANT TO READ THIS BUT please do  I&#39;m 87 Cypher an 11 year old rapper I have skill people said .my stuff isn&#39;t as good as my new stuff but its good please check out my current songs comment and like thank you for reading rap is my life	1
555	Charlie from Lost!﻿	0
556	Eminem THE BEST !﻿	0
557	"Usually guys I would vote people like this down but actually check out his channel, it reminds me of a smaller version of 8 mile. Give this guy a chance since everyone has to start somewhere!"	1
558	❤️❤️❤️﻿	0
559	hello friends. i am a young 15 year old rapper trying to make something out of nothing..Please can you take a second of your life and check out my videos and help me reach my Dreams! GoD Bless YOU	1
560	beautiful song!﻿	0
561	CHECK OUT MY CHANNEL BOYS AND GIRLS ;)	1
562	hey guys i know its annoying getting spammed sorry bout that but please take a moment to check out my channel  IM A RAPPER with DECENT skills. i want to share my music with more people so take a listen   THUMBS UP SO MORE CAN SEE THIS	1
563	best rap ever﻿	0
564	I lover this song	0
565	hey guys i know you wanna skip over this but please take a chance and check out my music I&#39;m a young up and coming rapper with a big dream and i appreciate constructive critisism. so please have a look thank you for your time	1
566	Love your songs<br />Supper cool<br />﻿	0
567	I like the music...but is anyone listening to the lyrics?﻿	0
568	Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.	1
569	:D﻿	0
570	Check out my channel for some lyricism.....	1
571	Me and my big sister like you﻿	0
572	Not bad﻿	0
573	I love eminem  &lt;3﻿	0
574	She looks like Megan Fox 😂 xD!!﻿	0
575	Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s	1
576	is that megan fox?﻿	0
577	You can not hate eminem and nirvana...trust me﻿	0
578	Like eminen﻿	0
579	check out my playlist	1
580	Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.	1
581	subscribe to my channel who can	1
582	Simply rap god﻿	0
583	is that megan fox x:D?﻿	0
584	I love this song﻿	0
585	check out my new EM cover video trailer	1
586	Really good song .<br />you know love song song.﻿	0
587	Eminem is the greatest artist to ever touch the mic.﻿	0
588	i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿	0
589	some classsic :))))﻿	0
590	sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall	1
591	"This song is like an oreo, the black part is good but the white part is better﻿"	0
592	That guy charley of lost TV show﻿	0
593	subscribe to my channel  /watch?v=NxK32i0HkDs	1
594	 HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.	1
595	Hello Brazil 😻✌💓😻👏﻿	0
596	EMINEM the best EVER.﻿	0
597	hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff	1
598	DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.	1
599	Best. Song. EVER 🙌﻿	0
600	check out eminem latest track survival if u didnt	1
601	SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE	1
602	Check out my videos guy! :) Hope you guys had a good laugh :D	1
603	3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!	1
604	Rihanna looks so beautiful with red hair ;)﻿	0
605	857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿	0
606	Nice song﻿	0
607	I love song ﻿	0
608	I love song ﻿	0
609	"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿"	0
610	shakira is best for worldcup﻿	0
611	The best world cup song ever!!!!﻿	0
612	I love﻿	0
613	SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿	1
614	Awesome ﻿	0
615	I like shakira..﻿	0
616	Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿	0
617	Why so many disliked??????!!!!!!😯﻿	0
618	I don&#39;t think this song will ever get old ﻿	0
619	Love song﻿	0
620	wery good﻿	0
621	"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿"	0
622	Whose watching this in 2015. If so hi-5﻿	0
623	I love this song so much &lt;3<br />Keep em&#39; coming!﻿	0
624	i love this song thumsb up to you﻿	0
625	Waka best one﻿	0
626	5 years later i still love this song <br />~Axy665﻿	0
627	Like﻿	0
628	Check out this playlist on YouTube:﻿	1
629	Her voice sounds weird and plus she&#39;s cute for a blonde﻿	0
630	"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿"	0
631	Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿	0
632	still watching in 2015...﻿	0
633	Shakira is my favourite singer. Wooooo﻿	0
634	i remember this song!	0
635	Like﻿	0
636	Whose who are watching this in 2015.  LIKE!﻿	0
637	"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿"	1
638	best song in world﻿	0
639	BEAUTIFUL	0
640	Good song:-)﻿	0
641	She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿	0
642	Check out this video on YouTube:﻿	1
643	Love this song﻿	0
644	Love this song! My soccer team made a cd for our couch with this song on it!﻿	0
645	fave song﻿	0
646	Watching in 2015﻿	0
647	I felt old when I realized that this song was 5 years old...﻿	0
648	love Shakira!﻿	0
649	One of the best song of all the time﻿	0
650	I really am madly in love with this woman!!﻿	0
651	i totally love this song. absolutely fantastic! i love ya shakira!﻿	0
652	im still watching in 2015﻿	0
653	the song is sad﻿	0
654	goood﻿	0
655	The best FIFA world cup song for sure.﻿	0
656	Nice vídeo shakira good﻿	0
657	"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿"	1
658	"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿"	1
659	Waka waka﻿	0
660	she is beautiful but it is not American!﻿	0
661	Thumbs up if your watching in 2015﻿	1
662	ILOVETHISSONG﻿	0
663	Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿	1
664	Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿	0
665	My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿	0
666	Check out this video on YouTube:﻿	1
667	I love you﻿	0
668	"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿"	0
669	ILove shakira ﻿	0
670	It was  cool   the best   song ever  ﻿	0
671	OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿	0
672	My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿	1
673	nice song﻿	0
674	waka waka﻿	0
675	super music﻿	0
676	How could 108k people dislike this song or video﻿	0
677	Love it!!!!!!!!!!!!!!!!💜﻿	0
678	I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿	0
679	Youtube comments be like<br />This is so 5 years ago. ﻿	0
680	it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿	0
681	Your the best♣♥﻿	0
682	I love you  ;p﻿	0
683	I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿	0
684	"This song is special, because is a song for Africa  and I am an African ﻿"	0
685	&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿	0
686	I love shakira<br />❤❤❤❤﻿	0
687	"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿"	1
688	I remember that torunament like it was today.﻿	0
689	Thank you. Please give your email. ﻿	1
690	beautiful﻿	0
691	Like﻿	0
692	"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿"	0
693	GREAT!!!﻿	0
694	Best World Cup Song﻿	0
695	Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿	1
696	This song is so beauty	0
697	I heard this when I was only 6 years old and I still love it﻿	0
698	nice song﻿	0
699	waka waka:-):-):-)﻿	0
700	Oh my god go to 1 billion of replay i love shakira﻿	0
701	i love her﻿	0
702	I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿	0
703	Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿	1
704	I liked<br />﻿	0
705	I like this song ﻿	0
706	i like it :)﻿	0
707	Waka waka !!!﻿	0
708	Amazing song﻿	0
709	Cool song ﻿	0
710	i love u  shakira﻿	0
711	Waka waka ﻿	0
712	this song sucks﻿	0
713	Lol I love this song﻿	0
714	Shakira﻿	0
715	Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿	1
716	Wow...5 years<br />﻿	0
717	subscribe to me and I wil subscribe to you back﻿	1
718	You best singer﻿	0
719	5 years soon!﻿	0
720	Like﻿	0
721	Wanderfol is love or miusic﻿	0
722	waka waka﻿	0
723	BEST SONG EVER X3333333333﻿	0
724	"Very pleasant to hear, haha, good.﻿"	0
725	love!!!!﻿	0
726	wow	0
727	Waka waka eh eh﻿	0
728	Cutie girl and beautiful song	0
729	Love you shkira﻿	0
730	"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿"	0
731	I loved this song when I was in my teenage years!﻿	0
732	Lip synch is terrible﻿	0
733	"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿"	0
734	Gusttavo Lima Você não me conhece <br />Check out﻿	1
735	Best world cup offical song﻿	0
736	5 years ago damn ﻿	0
737	Very nice	0
738	"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿"	1
739	like me﻿	0
740	SHAKIRA SONG WAKA WAKA﻿	0
741	So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿	0
742	I love this song and expect the World Cup .﻿	0
743	Good times ...﻿	0
744	"It makes me happy instantly, and makes me forgot everything bad happening!﻿"	0
745	Love this song so much! One of my faves! Xxx﻿	0
746	"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿"	0
747	BEST SONG! GO SHAKI :D﻿	0
748	THIS IS SHIT AND SOOOOO AUTOTUNED﻿	0
749	....I stil lisening this :)﻿	0
750	sexy shakira﻿	0
751	I love you Shakiria!!!!!!﻿	0
752	Me and my aunt love this song!!!!!﻿	0
753	I subscribed it<br />﻿	1
754	Check out this playlist on YouTube<br />﻿	1
755	Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿	1
756	Check out this video on YouTube:﻿	1
757	Check out this playlist on YouTube:Central ﻿	1
758	"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿"	1
759	please visit my channel﻿	1
760	Pleas subscribe my channel GamezZMTA﻿	1
761	Pleas subscribe my channel﻿	1
762	Pleas subscribe GamezZ MTA my channel<br />﻿	1
763	"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿"	1
764	Check out this video on YouTube: ﻿	1
765	Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿	1
766	Check out this playlist on YouTube:﻿	1
767	Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿	1
768	"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿"	1
769	i am from Brazil please subscribe my channel love you all﻿	1
770	Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿	1
771	PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿	1
772	Check out this video on YouTube:﻿	1
773	"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿"	1
774	There are beautiful songs please subscribe﻿	1
775	Can this channel get 500+ subscribers? You can make that happen :D﻿	1
776	"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works."	1
777	and how many subscribers compared to her over a million	1
778	"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds."	1
779	hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines	1
780	"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also..."	1
781	"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too."	1
782	"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks"	1
783	 subscribe to my feed	1
784	:D subscribe to me for daily vines	1
785	"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! "	1
786	"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous"	1
787	Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:)	1
788	we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!	1
789	 plz i wilsubscribe me frndzzl subscribe u back	1
790	"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate."	1
791	SUBSCRIBE ME AND I REQUITE	1
792	"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"	1
793	I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :)	1
794	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?"	1
795	How To Make A Lot Of Money Fast	1
796	visit &quot; ww estiloproduction com &quot; best website to make money	1
797	Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl	1
798	"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"	1
799	Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe	1
800	"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"	1
801	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss."	1
802	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?"	1
803	"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge."	1
804	Check out my channel :)	1
805	subscribe  my	1
806	"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"	1
807	Please visit this Website: oldchat.tk	1
808	Please visit this Website: oldchat.tk	1
809	"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH"	1
810	Check Out Daneja Good Girl	1
811	"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com"	1
812	Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow	1
813	Check out my bass cover of hips don&#39;t lie by shakira!	1
814	Subscribe to my channel :)  &lt;3	1
815	The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money	1
816	subscribe now!!!!!! love the song!!!!!! love football!!!	1
817	so beutiful	0
818	so beutiful	0
819	She&#39;s so pretty	0
820	I like	0
821	She is perfect	0
822	1 753 682 421 GANGNAM STYLE ^^	1
823	Your a fucking bitch	0
824	this song is racist	0
825	Where are Shakifans?	0
826	like!!!!!	0
827	I want new song	0
828	Shakira is perfect	0
829	Shakira :-*	0
830	I remember this :D	0
831	Waka waka	0
832	This makes me miss the world cup	0
833	best song eva	0
834	I love it	0
835	"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. "	1
836	"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk "	1
837	"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... "	1
838	" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk "	1
839	her voice is so wow!	0
840	Shakira :-*	0
841	:)	0
842	wow	0
843	I love you	0
844	i like and love so much people all friends..... I love Shakira ^^	0
845	:)	0
846	Shakira I love you	0
847	beautiful	0
848	Shakira is very beautiful	0
849	She is good	0
850	God she is so hot	0
851	She is perfect! &lt;3	0
852	Wow	0
853	Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT	0
854	CHECK OUT DANEJA GOOD GIRL	1
855	Check out my covers please!	1
856	"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) "	1
857	"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!"	1
858	Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !	1
859	Hi. Check out and share our songs.	1
860	Subscribe &amp; Like /watch?v=5tu9gN1l310	1
861	/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE	1
862	check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;	1
863	HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!	1
864	"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks "	1
865	please visit our web: wellcomemd.blogfa.com	1
866	PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS	1
867	She is perfect	0
868	ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314	1
869	Beautiful song beautiful girl it works	0
870	Shakira :-*	0
871	OMG LOVE THIS!	0
872	Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :)	0
873	awesome	0
874	cool	0
875	This Song will never get old	0
876	I always have goose bumps at that part	0
877	Love it	0
878	I love this song	0
879	"I want to see Shakira, not football :)"	0
880	good!!	0
881	Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com	1
